
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 25 January 2017]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 super output area - lower layer","mnemonic","All households","Owned","Shared ownership (part owned and part rented)","Social rented","Private rented","Living rent free"
"Hillingdon 030A","E01002407",725,312,83,158,165,7
"Hillingdon 030B","E01002488",533,381,2,51,99,0
"Hillingdon 030C","E01002489",537,318,6,49,159,5
"Hillingdon 030D","E01002490",656,425,11,50,165,5
"Hillingdon 030E","E01002492",488,324,4,48,106,6
"Hillingdon 031A","E01002444",625,360,3,42,205,15
"Hillingdon 031B","E01002446",592,338,3,73,174,4
"Hillingdon 031C","E01002447",623,252,6,90,268,7
"Hillingdon 031D","E01002527",622,358,2,101,154,7
"Hillingdon 032A","E01002443",547,313,2,19,207,6
"Hillingdon 032B","E01002448",765,390,2,111,249,13
"Hillingdon 032C","E01002449",710,335,7,57,305,6
"Hillingdon 032D","E01002491",519,262,2,159,88,8
"Hillingdon 032E","E01002493",601,231,8,256,100,6
"Hillingdon 033A","E01002496",767,487,7,91,176,6
"Hillingdon 033B","E01002497",759,437,4,91,220,7
"Hillingdon 033C","E01002498",516,430,0,32,50,4
"Hillingdon 033D","E01002499",678,483,2,63,127,3
"Hillingdon 033E","E01032577",601,486,5,59,47,4
"Hounslow 001A","E01002569",792,468,1,102,214,7
"Hounslow 001B","E01002570",732,326,0,130,266,10
"Hounslow 001C","E01002573",679,413,2,72,180,12
"Hounslow 001D","E01002574",645,380,1,47,210,7
"Hounslow 001E","E01002575",688,408,3,47,220,10
"Hounslow 003A","E01002562",518,229,1,215,66,7
"Hounslow 003B","E01002564",736,317,6,300,101,12
"Hounslow 003C","E01002566",1027,182,30,615,192,8
"Hounslow 003D","E01002568",1181,237,135,643,154,12
"Hounslow 003F","E01033081",649,187,27,182,248,5
"Hounslow 003G","E01033082",659,308,3,167,174,7
"Hounslow 004A","E01002620",676,256,22,196,191,11
"Hounslow 004B","E01002625",492,363,1,25,99,4
"Hounslow 004C","E01002626",490,329,2,50,105,4
"Hounslow 004D","E01002627",609,210,4,277,107,11
"Hounslow 004E","E01002631",509,313,6,45,138,7
"Hounslow 005A","E01002633",623,183,2,349,81,8
"Hounslow 005B","E01002634",546,145,0,322,63,16
"Hounslow 005C","E01002637",563,206,2,227,109,19
"Hounslow 005D","E01002638",582,248,3,236,87,8
"Hounslow 006A","E01002563",635,402,8,45,171,9
"Hounslow 006B","E01002565",1020,420,89,305,194,12
"Hounslow 006C","E01002567",837,479,6,122,221,9
"Hounslow 006D","E01002684",1096,428,51,270,323,24
"Hounslow 006E","E01002686",681,223,8,365,70,15
"Hounslow 007A","E01002571",611,397,6,27,173,8
"Hounslow 007B","E01002572",710,227,6,370,94,13
"Hounslow 007C","E01002577",660,422,1,74,155,8
"Hounslow 007D","E01002578",612,400,1,94,107,10
"Hounslow 007E","E01002689",796,403,2,248,130,13
"Hounslow 007F","E01002690",612,375,1,93,132,11
"Hounslow 008A","E01002576",756,351,2,252,145,6
"Hounslow 008B","E01002579",823,540,2,116,147,18
"Hounslow 008C","E01002580",675,211,2,204,252,6
"Hounslow 008D","E01002581",862,466,1,92,296,7
"Hounslow 008E","E01002582",719,464,2,114,133,6
"Hounslow 009A","E01002675",877,542,63,100,164,8
"Hounslow 009B","E01002678",669,425,3,10,218,13
"Hounslow 009C","E01002679",643,427,2,31,177,6
"Hounslow 009D","E01002680",728,423,9,54,230,12
"Hounslow 010A","E01002619",624,395,2,88,125,14
"Hounslow 010B","E01002622",526,301,5,87,128,5
"Hounslow 010C","E01002632",569,366,15,100,81,7
"Hounslow 010D","E01002635",524,320,5,44,147,8
"Hounslow 010E","E01002636",609,398,5,74,126,6
"Hounslow 011A","E01002618",512,406,3,17,81,5
"Hounslow 011B","E01002621",594,310,9,145,126,4
"Hounslow 011C","E01002623",484,233,1,132,114,4
"Hounslow 011D","E01002628",620,390,3,36,182,9
"Hounslow 011E","E01002629",715,349,13,162,185,6
"Hounslow 012A","E01002630",569,311,3,34,214,7
"Hounslow 012B","E01002639",497,309,1,6,173,8
"Hounslow 012C","E01002640",548,299,2,15,231,1
"Hounslow 012D","E01002674",668,416,1,11,234,6
"Hounslow 012E","E01002676",559,409,2,4,141,3
"Hounslow 013A","E01002583",512,313,3,41,148,7
"Hounslow 013B","E01002584",493,265,5,42,172,9
"Hounslow 013C","E01002585",509,257,2,119,119,12
"Hounslow 013D","E01002586",457,307,1,12,135,2
"Hounslow 013E","E01002589",677,236,3,250,176,12
"Hounslow 014A","E01002668",883,444,10,154,259,16
"Hounslow 014B","E01002669",711,285,16,300,100,10
"Hounslow 014C","E01002681",741,290,7,256,184,4
"Hounslow 014D","E01002682",927,489,73,234,124,7
"Hounslow 014E","E01002683",1037,615,47,114,255,6
"Hounslow 015A","E01002642",735,229,12,124,354,16
"Hounslow 015B","E01002643",910,400,105,251,145,9
"Hounslow 015C","E01002645",766,324,9,199,231,3
"Hounslow 015D","E01002658",501,384,1,16,98,2
"Hounslow 015E","E01002677",652,320,9,121,194,8
"Hounslow 016A","E01002587",605,279,8,137,173,8
"Hounslow 016B","E01002588",677,64,5,544,46,18
"Hounslow 016C","E01002660",522,254,9,75,174,10
"Hounslow 016D","E01002661",518,320,0,19,169,10
"Hounslow 016E","E01002665",524,214,6,191,104,9
"Hounslow 017A","E01002624",480,239,17,95,126,3
"Hounslow 017B","E01002646",712,227,2,258,215,10
"Hounslow 017C","E01002662",627,329,3,34,256,5
"Hounslow 017D","E01002663",751,264,44,273,161,9
"Hounslow 017E","E01002664",596,215,36,115,221,9
"Hounslow 018A","E01002641",637,249,5,157,216,10
"Hounslow 018C","E01002648",900,380,21,123,364,12
"Hounslow 018D","E01002649",692,279,2,109,295,7
"Hounslow 018E","E01002657",650,480,7,25,136,2
"Hounslow 018F","E01033083",643,85,74,62,422,0
"Hounslow 018G","E01033084",648,169,64,95,310,10
"Hounslow 019A","E01002653",542,416,2,13,107,4
"Hounslow 019B","E01002654",646,484,16,23,117,6
"Hounslow 019C","E01002655",622,443,1,17,153,8
"Hounslow 019D","E01002656",479,377,4,38,58,2
"Hounslow 019E","E01002659",504,331,11,68,87,7
"Hounslow 020A","E01002667",651,304,4,195,129,19
"Hounslow 020B","E01002670",708,461,4,74,154,15
"Hounslow 020C","E01002671",636,437,3,137,54,5
"Hounslow 020D","E01002672",683,175,19,302,180,7
"Hounslow 020E","E01002673",621,64,3,506,35,13
"Hounslow 021A","E01002647",753,330,38,211,163,11
"Hounslow 021B","E01002650",792,356,31,174,223,8
"Hounslow 021C","E01002651",550,300,10,64,171,5
"Hounslow 021D","E01002652",516,324,2,42,139,9
"Hounslow 021E","E01002666",407,257,3,40,104,3
"Hounslow 022A","E01002555",681,494,7,47,127,6
"Hounslow 022B","E01002556",639,422,5,92,111,9
"Hounslow 022C","E01002590",726,422,5,150,139,10
"Hounslow 022D","E01002592",789,378,2,229,167,13
"Hounslow 022E","E01002595",712,368,20,239,74,11
"Hounslow 023A","E01002557",743,359,41,192,134,17
"Hounslow 023B","E01002558",773,294,97,266,109,7
"Hounslow 023C","E01002559",857,306,87,242,217,5
"Hounslow 023D","E01002560",615,370,8,174,61,2
"Hounslow 023E","E01002561",551,95,114,296,38,8
"Hounslow 024A","E01002591",626,386,6,169,55,10
"Hounslow 024B","E01002593",725,484,7,99,127,8
"Hounslow 024C","E01002594",642,455,6,57,115,9
"Hounslow 024D","E01002611",636,435,3,124,68,6
"Hounslow 024E","E01002612",699,348,33,207,102,9
"Hounslow 024F","E01002613",609,418,10,95,78,8
"Hounslow 025B","E01002598",649,314,22,199,107,7
"Hounslow 025C","E01002599",569,324,13,185,45,2
"Hounslow 025D","E01002600",520,280,7,168,59,6
"Hounslow 025E","E01002603",666,318,21,202,121,4
"Hounslow 025F","E01033000",663,95,4,491,61,12
"Hounslow 025G","E01033030",773,145,166,128,331,3
"Hounslow 026A","E01002604",588,116,3,426,37,6
"Hounslow 026B","E01002605",753,376,6,241,115,15
"Hounslow 026C","E01002606",671,179,3,434,43,12
"Hounslow 026D","E01002607",676,410,8,123,128,7
"Hounslow 026E","E01002615",606,173,26,353,40,14
"Hounslow 027A","E01002596",772,335,34,121,277,5
"Hounslow 027B","E01002601",637,373,48,57,153,6
"Hounslow 027C","E01002602",564,476,7,29,50,2
"Hounslow 027D","E01002614",758,449,13,67,222,7
"Hounslow 027E","E01002616",535,399,10,70,51,5
"Hounslow 028A","E01002608",676,312,16,253,86,9
"Hounslow 028B","E01002609",655,510,18,53,71,3
"Hounslow 028C","E01002610",632,303,6,266,47,10
"Hounslow 028D","E01002617",642,522,4,41,68,7
"Hounslow 029A","E01002687",832,400,6,81,335,10
"Hounslow 029B","E01002691",591,367,1,11,203,9
"Hounslow 029C","E01002692",911,342,3,179,378,9
"Hounslow 029D","E01002693",841,412,3,136,276,14
"Hounslow 029E","E01032573",860,389,3,53,399,16
"Kingston upon Thames 001A","E01003006",611,448,2,48,103,10
"Kingston upon Thames 001B","E01003007",549,463,0,25,54,7
"Kingston upon Thames 001C","E01003008",514,468,1,4,39,2
"Kingston upon Thames 001D","E01003009",773,524,20,115,109,5
"Kingston upon Thames 001E","E01003010",554,436,4,35,76,3
"Kingston upon Thames 002A","E01002952",486,397,1,5,71,12
"Kingston upon Thames 002B","E01002953",453,335,3,12,95,8
"Kingston upon Thames 002C","E01002955",513,355,3,22,123,10
"Kingston upon Thames 002D","E01002956",437,337,1,32,59,8
"Kingston upon Thames 002E","E01002959",479,429,1,2,43,4
"Kingston upon Thames 003A","E01002935",775,392,1,42,323,17
"Kingston upon Thames 003B","E01002938",782,553,0,66,159,4
"Kingston upon Thames 003C","E01002951",624,406,0,19,190,9
"Kingston upon Thames 003D","E01002954",565,248,1,79,231,6
"Kingston upon Thames 003E","E01002957",608,171,0,260,170,7
"Kingston upon Thames 004A","E01002933",807,388,5,291,117,6
"Kingston upon Thames 004B","E01002934",649,401,5,45,193,5
"Kingston upon Thames 004D","E01002937",645,516,1,28,97,3
"Kingston upon Thames 004E","E01003011",730,515,2,52,150,11
"Kingston upon Thames 004F","E01033568",718,217,31,108,352,10
"Kingston upon Thames 004G","E01033569",696,330,4,53,296,13
"Kingston upon Thames 005A","E01002964",982,338,18,333,278,15
"Kingston upon Thames 005B","E01002969",756,86,2,590,74,4
"Kingston upon Thames 005C","E01002971",705,409,4,102,182,8
"Kingston upon Thames 005D","E01002972",828,369,17,123,307,12
"Kingston upon Thames 005E","E01002974",726,374,10,165,166,11
"Kingston upon Thames 006A","E01002932",678,230,37,277,125,9
"Kingston upon Thames 006B","E01002960",574,429,3,25,114,3
"Kingston upon Thames 006C","E01002962",511,325,2,112,66,6
"Kingston upon Thames 006D","E01002970",570,266,4,154,139,7
"Kingston upon Thames 006E","E01002973",465,210,4,129,116,6
"Kingston upon Thames 007A","E01002929",635,499,1,20,108,7
"Kingston upon Thames 007B","E01002930",683,360,3,58,251,11
"Kingston upon Thames 007C","E01002931",654,525,4,20,97,8
"Kingston upon Thames 007D","E01002963",768,380,10,71,299,8
"Kingston upon Thames 007E","E01002985",603,398,3,45,147,10
"Kingston upon Thames 008A","E01002927",614,466,4,55,84,5
"Kingston upon Thames 008B","E01002928",660,419,2,20,203,16
"Kingston upon Thames 008C","E01002958",659,529,1,26,101,2
"Kingston upon Thames 008D","E01002961",609,511,3,12,77,6
"Kingston upon Thames 008E","E01002986",471,349,2,55,64,1
"Kingston upon Thames 009A","E01002965",1071,469,2,144,450,6
"Kingston upon Thames 009B","E01002967",958,552,6,29,366,5
"Kingston upon Thames 009C","E01002968",1123,498,14,71,523,17
"Kingston upon Thames 009D","E01002990",937,428,2,54,446,7
"Kingston upon Thames 009E","E01002991",710,443,0,24,237,6
"Kingston upon Thames 010A","E01002922",725,465,2,95,154,9
"Kingston upon Thames 010B","E01002926",590,451,0,13,122,4
"Kingston upon Thames 010C","E01002966",744,458,0,66,213,7
"Kingston upon Thames 010D","E01002992",438,298,2,28,105,5
"Kingston upon Thames 011A","E01002921",857,325,2,124,402,4
"Kingston upon Thames 011B","E01002987",844,340,7,107,369,21
"Kingston upon Thames 011C","E01002988",572,292,6,55,214,5
"Kingston upon Thames 011D","E01002989",909,541,5,26,332,5
"Kingston upon Thames 012A","E01002975",483,376,3,28,73,3
"Kingston upon Thames 012B","E01002977",654,365,3,209,75,2
"Kingston upon Thames 012C","E01002980",482,422,3,7,47,3
"Kingston upon Thames 012D","E01002981",518,440,3,10,58,7
"Kingston upon Thames 012E","E01002984",604,351,3,138,104,8
"Kingston upon Thames 013A","E01002923",777,187,0,447,137,6
"Kingston upon Thames 013B","E01002925",796,407,6,63,309,11
"Kingston upon Thames 013C","E01002993",867,393,3,48,415,8
"Kingston upon Thames 013D","E01002995",602,433,1,7,151,10
"Kingston upon Thames 013E","E01002999",743,300,8,95,337,3
"Kingston upon Thames 014A","E01002915",479,428,1,9,38,3
"Kingston upon Thames 014B","E01002916",520,454,1,9,52,4
"Kingston upon Thames 014C","E01002917",497,459,2,1,32,3
"Kingston upon Thames 014D","E01002920",593,511,11,31,37,3
"Kingston upon Thames 014E","E01002924",560,515,2,6,36,1
"Kingston upon Thames 015A","E01002976",641,545,3,24,67,2
"Kingston upon Thames 015B","E01002978",684,560,0,22,90,12
"Kingston upon Thames 015C","E01002979",614,484,0,35,86,9
"Kingston upon Thames 015D","E01002982",517,422,0,41,52,2
"Kingston upon Thames 015E","E01002983",595,532,0,19,38,6
"Kingston upon Thames 016A","E01002994",602,445,0,19,134,4
"Kingston upon Thames 016B","E01002996",589,414,4,14,151,6
"Kingston upon Thames 016C","E01002997",588,437,2,20,126,3
"Kingston upon Thames 016D","E01002998",612,366,7,140,99,0
"Kingston upon Thames 016E","E01003002",783,422,6,189,161,5
"Kingston upon Thames 017A","E01002918",615,479,6,22,103,5
"Kingston upon Thames 017B","E01002919",669,373,11,94,187,4
"Kingston upon Thames 017C","E01003000",587,373,13,133,67,1
"Kingston upon Thames 017D","E01003001",627,525,5,10,81,6
"Kingston upon Thames 017E","E01003003",574,389,4,19,156,6
"Kingston upon Thames 018A","E01002939",605,421,4,77,98,5
"Kingston upon Thames 018B","E01002941",628,489,3,73,48,15
"Kingston upon Thames 018C","E01002942",522,456,1,31,30,4
"Kingston upon Thames 018D","E01003004",591,455,4,28,101,3
"Kingston upon Thames 018E","E01003005",570,493,1,22,51,3
"Kingston upon Thames 019A","E01002944",508,408,6,57,35,2
"Kingston upon Thames 019B","E01002945",655,543,12,38,61,1
"Kingston upon Thames 019C","E01002946",603,531,3,15,52,2
"Kingston upon Thames 019D","E01002947",597,524,2,17,53,1
"Kingston upon Thames 020A","E01002940",604,422,1,128,42,11
"Kingston upon Thames 020B","E01002943",507,331,5,132,36,3
"Kingston upon Thames 020C","E01002948",784,530,5,140,102,7
"Kingston upon Thames 020D","E01002949",677,558,6,53,55,5
"Kingston upon Thames 020E","E01002950",719,433,2,211,68,5
"Merton 001A","E01003472",481,407,1,4,67,2
"Merton 001B","E01003473",505,338,1,5,158,3
"Merton 001C","E01003474",480,357,2,10,107,4
"Merton 001D","E01003475",1162,453,98,195,408,8
"Merton 001E","E01003478",602,439,1,11,145,6
"Merton 002A","E01003460",679,408,0,90,159,22
"Merton 002B","E01003462",599,430,1,59,96,13
"Merton 002C","E01003464",550,405,1,27,102,15
"Merton 002D","E01003465",472,382,1,6,73,10
"Merton 003A","E01003400",659,309,2,40,303,5
"Merton 003B","E01003454",587,338,16,51,175,7
"Merton 003C","E01003456",667,303,14,40,303,7
"Merton 003D","E01003476",482,244,3,104,128,3
"Merton 003E","E01003477",573,363,0,27,177,6
"Merton 004A","E01003401",647,288,0,91,254,14
"Merton 004B","E01003402",705,373,1,35,286,10
"Merton 004C","E01003403",710,408,1,45,248,8
"Merton 004D","E01003404",912,418,7,142,329,16
"Merton 004E","E01003461",712,384,0,9,299,20
"Merton 005A","E01003367",961,472,10,72,398,9
"Merton 005B","E01003369",768,387,4,57,315,5
"Merton 005C","E01003370",869,346,22,84,407,10
"Merton 005D","E01003371",626,379,3,39,200,5
"Merton 005E","E01003455",749,377,5,82,278,7
"Merton 006A","E01003359",816,359,3,181,266,7
"Merton 006B","E01003360",740,457,2,23,247,11
"Merton 006C","E01003457",623,437,0,36,146,4
"Merton 006D","E01003458",693,437,2,23,226,5
"Merton 006E","E01003459",956,368,6,276,303,3
"Merton 007A","E01003394",636,397,4,14,212,9
"Merton 007B","E01003395",503,396,3,6,94,4
"Merton 007C","E01003396",534,339,1,15,170,9
"Merton 007D","E01003397",557,357,2,27,166,5
"Merton 007E","E01003398",583,391,1,32,157,2
"Merton 008A","E01003368",578,363,2,61,151,1
"Merton 008B","E01003372",627,212,8,243,158,6
"Merton 008C","E01003393",646,260,5,42,335,4
"Merton 008D","E01003406",566,250,2,197,107,10
"Merton 008E","E01003407",768,342,5,51,364,6
"Merton 009A","E01003355",765,353,3,23,382,4
"Merton 009B","E01003356",696,440,3,45,203,5
"Merton 009C","E01003358",801,393,0,29,373,6
"Merton 009D","E01003383",692,360,4,16,301,11
"Merton 009E","E01003384",623,342,3,36,235,7
"Merton 010A","E01003442",701,461,2,44,179,15
"Merton 010B","E01003443",633,493,1,17,117,5
"Merton 010C","E01003444",695,462,2,37,189,5
"Merton 010D","E01003445",658,503,2,60,88,5
"Merton 010E","E01003463",459,375,1,4,71,8
"Merton 011A","E01003380",680,472,5,25,174,4
"Merton 011B","E01003382",676,437,1,26,207,5
"Merton 011C","E01003385",626,421,1,27,170,7
"Merton 011D","E01003399",618,334,1,67,211,5
"Merton 011E","E01003423",605,400,0,14,184,7
"Merton 012A","E01003357",750,214,22,344,162,8
"Merton 012B","E01003376",588,230,3,254,92,9
"Merton 012C","E01003377",526,141,2,294,85,4
"Merton 012D","E01003408",873,446,9,103,310,5
"Merton 012E","E01003410",630,280,4,140,202,4
"Merton 013A","E01003386",722,349,23,85,256,9
"Merton 013B","E01003388",590,309,9,153,112,7
"Merton 013C","E01003389",631,357,4,61,202,7
"Merton 013D","E01003392",501,318,13,34,130,6
"Merton 013E","E01003409",562,285,15,151,105,6
"Merton 014A","E01003387",614,306,10,196,98,4
"Merton 014B","E01003391",544,210,2,260,66,6
"Merton 014C","E01003411",719,409,6,124,177,3
"Merton 014D","E01003412",597,321,20,158,92,6
"Merton 014E","E01003435",490,399,4,22,57,8
"Merton 015A","E01003361",621,422,0,41,151,7
"Merton 015B","E01003424",574,518,1,3,48,4
"Merton 015C","E01003425",508,457,0,4,45,2
"Merton 015D","E01003426",609,485,3,5,112,4
"Merton 015E","E01003428",649,391,9,78,164,7
"Merton 016A","E01003366",595,348,4,93,139,11
"Merton 016B","E01003381",720,435,1,20,261,3
"Merton 016C","E01003446",799,380,0,59,351,9
"Merton 016D","E01003447",691,284,0,229,170,8
"Merton 016E","E01003471",604,394,0,79,125,6
"Merton 017A","E01003413",709,471,18,64,150,6
"Merton 017B","E01003414",539,434,3,9,91,2
"Merton 017C","E01003415",548,447,1,11,82,7
"Merton 017D","E01003416",534,435,2,21,70,6
"Merton 017E","E01003434",506,404,4,25,71,2
"Merton 018A","E01003373",536,155,6,296,72,7
"Merton 018B","E01003378",728,393,15,171,141,8
"Merton 018C","E01003379",742,243,8,323,154,14
"Merton 018D","E01003390",623,127,17,365,109,5
"Merton 018E","E01003405",630,315,4,181,123,7
"Merton 019A","E01003429",507,394,5,37,68,3
"Merton 019B","E01003430",545,218,6,235,84,2
"Merton 019C","E01003431",545,252,3,223,64,3
"Merton 019D","E01003432",508,192,2,273,33,8
"Merton 019E","E01003433",578,394,3,72,104,5
"Merton 020A","E01003466",599,510,0,4,81,4
"Merton 020B","E01003467",601,474,17,24,83,3
"Merton 020C","E01003468",630,543,2,10,70,5
"Merton 020D","E01003469",574,384,6,47,131,6
"Merton 020E","E01003470",607,454,3,23,118,9
"Merton 021A","E01003362",499,432,1,20,43,3
"Merton 021B","E01003363",590,534,1,4,48,3
"Merton 021C","E01003364",648,574,3,28,41,2
"Merton 021D","E01003365",497,448,1,5,41,2
"Merton 021E","E01003421",640,449,3,70,112,6
"Merton 022A","E01003374",546,252,31,141,119,3
"Merton 022B","E01003375",654,388,3,117,135,11
"Merton 022C","E01003437",764,525,4,97,133,5
"Merton 022D","E01003440",627,361,3,157,103,3
"Merton 022E","E01003441",617,312,5,178,117,5
"Merton 023A","E01003427",706,384,1,38,275,8
"Merton 023B","E01003436",588,343,2,170,71,2
"Merton 023C","E01003439",548,233,0,121,186,8
"Merton 023D","E01003448",648,334,7,211,90,6
"Merton 023E","E01003453",650,341,0,157,145,7
"Merton 024A","E01003438",650,336,1,228,79,6
"Merton 024B","E01003449",677,389,6,145,127,10
"Merton 024C","E01003450",597,312,14,195,69,7
"Merton 024D","E01003451",598,473,3,78,38,6
"Merton 024E","E01003452",806,270,9,446,76,5
"Merton 025A","E01003417",608,546,0,11,47,4
"Merton 025B","E01003418",531,489,2,7,29,4
"Merton 025C","E01003419",642,546,7,21,64,4
"Merton 025D","E01003420",506,439,1,11,52,3
"Merton 025E","E01003422",513,433,5,20,51,4
"Redbridge 001A","E01003744",592,506,2,13,65,6
"Redbridge 001B","E01003745",483,461,0,1,18,3
"Redbridge 001C","E01003746",661,561,3,9,78,10
"Redbridge 001D","E01003747",490,440,1,31,14,4
"Redbridge 001E","E01003748",572,474,0,6,86,6
"Redbridge 001F","E01003749",681,515,4,10,139,13
"Redbridge 001G","E01003750",798,528,2,120,136,12
"Redbridge 002A","E01003720",821,421,1,289,95,15
"Redbridge 002B","E01003722",690,421,12,173,72,12
"Redbridge 002C","E01003723",704,415,1,227,53,8
"Redbridge 002D","E01003726",649,304,6,249,78,12
"Redbridge 003A","E01003721",604,415,8,93,82,6
"Redbridge 003B","E01003724",511,367,21,61,60,2
"Redbridge 003C","E01003725",650,357,11,137,138,7
"Redbridge 003D","E01003727",655,359,1,212,70,13
"Redbridge 004A","E01003654",603,434,6,76,83,4
"Redbridge 004B","E01003655",642,486,1,33,117,5
"Redbridge 004C","E01003658",699,306,5,273,97,18
"Redbridge 004D","E01003660",663,559,1,13,82,8
"Redbridge 005A","E01003656",643,363,1,186,85,8
"Redbridge 005B","E01003657",870,631,4,61,163,11
"Redbridge 005C","E01003659",638,540,2,13,79,4
"Redbridge 006A","E01003698",519,430,3,18,64,4
"Redbridge 006B","E01003699",594,478,2,22,84,8
"Redbridge 006C","E01003700",849,571,13,113,144,8
"Redbridge 006D","E01003701",626,418,2,37,161,8
"Redbridge 006E","E01003702",744,492,7,39,194,12
"Redbridge 006F","E01003703",968,679,8,99,165,17
"Redbridge 006G","E01003704",666,393,6,153,104,10
"Redbridge 007A","E01003668",755,482,9,28,225,11
"Redbridge 007B","E01003669",606,469,3,16,114,4
"Redbridge 007C","E01003670",577,392,1,89,89,6
"Redbridge 007D","E01003671",552,518,2,5,25,2
"Redbridge 007E","E01003672",690,301,48,150,185,6
"Redbridge 007F","E01003673",789,455,58,34,234,8
"Redbridge 007G","E01003674",1000,477,4,84,423,12
"Redbridge 008A","E01003707",469,379,0,38,45,7
"Redbridge 008B","E01003708",613,302,2,203,97,9
"Redbridge 008C","E01003709",570,484,1,17,66,2
"Redbridge 008D","E01003710",507,453,2,10,40,2
"Redbridge 009A","E01003759",554,493,1,7,49,4
"Redbridge 009B","E01003760",661,453,8,55,141,4
"Redbridge 009C","E01003761",698,110,3,486,92,7
"Redbridge 009D","E01003762",656,465,0,65,120,6
"Redbridge 009E","E01003763",657,551,0,17,82,7
"Redbridge 009F","E01003764",835,493,0,99,232,11
"Redbridge 009G","E01003765",642,448,2,21,165,6
"Redbridge 010A","E01003705",802,558,22,69,143,10
"Redbridge 010B","E01003706",613,431,2,47,126,7
"Redbridge 010C","E01003711",662,455,2,84,115,6
"Redbridge 010D","E01003712",536,221,2,245,60,8
"Redbridge 012A","E01003646",572,381,1,31,153,6
"Redbridge 012B","E01003648",528,487,0,2,35,4
"Redbridge 012C","E01003649",521,419,0,38,63,1
"Redbridge 012D","E01003651",466,412,2,3,42,7
"Redbridge 013A","E01003639",665,377,15,144,121,8
"Redbridge 013B","E01003640",648,490,7,35,110,6
"Redbridge 013C","E01003641",530,378,15,34,100,3
"Redbridge 013D","E01003642",542,348,4,98,82,10
"Redbridge 014A","E01003774",867,566,6,88,199,8
"Redbridge 014B","E01003775",686,492,1,17,168,8
"Redbridge 014C","E01003776",932,328,2,355,235,12
"Redbridge 014D","E01003777",856,534,3,41,268,10
"Redbridge 014E","E01003778",879,516,6,50,290,17
"Redbridge 014F","E01003779",708,472,4,79,141,12
"Redbridge 014G","E01003780",507,468,0,10,25,4
"Redbridge 015A","E01003647",612,410,1,9,184,8
"Redbridge 015B","E01003650",580,382,4,92,97,5
"Redbridge 015C","E01003652",482,397,1,17,63,4
"Redbridge 015D","E01003653",516,307,2,10,188,9
"Redbridge 017A","E01003638",590,367,27,142,44,10
"Redbridge 017B","E01003643",622,496,1,25,94,6
"Redbridge 017C","E01003644",498,404,2,20,70,2
"Redbridge 017D","E01003645",910,408,44,67,385,6
"Redbridge 018A","E01003789",625,397,0,136,86,6
"Redbridge 018B","E01003794",544,427,0,53,59,5
"Redbridge 018C","E01003795",433,382,0,9,38,4
"Redbridge 018D","E01003796",638,451,2,78,101,6
"Redbridge 019A","E01003661",651,503,9,55,74,10
"Redbridge 019B","E01003662",741,397,2,70,261,11
"Redbridge 019C","E01003663",662,547,1,41,65,8
"Redbridge 019D","E01003664",575,446,3,55,67,4
"Redbridge 019E","E01003665",529,452,4,15,56,2
"Redbridge 019F","E01003666",935,458,18,152,291,16
"Redbridge 019H","E01033590",434,147,39,86,157,5
"Redbridge 019I","E01033592",633,418,40,42,128,5
"Redbridge 020A","E01003751",611,417,3,42,136,13
"Redbridge 020B","E01003753",659,377,4,22,255,1
"Redbridge 020C","E01003754",533,396,4,43,84,6
"Redbridge 020D","E01003757",622,331,3,57,225,6
"Redbridge 022A","E01003769",557,243,0,33,271,10
"Redbridge 022B","E01003770",848,479,14,161,189,5
"Redbridge 022C","E01003771",581,328,14,58,172,9
"Redbridge 022D","E01003773",579,402,3,35,132,7
"Redbridge 023A","E01003752",838,545,35,66,186,6
"Redbridge 023B","E01003755",571,428,3,24,109,7
"Redbridge 023C","E01003756",600,433,2,30,134,1
"Redbridge 023D","E01003758",810,268,36,239,256,11
"Redbridge 024A","E01003766",548,367,2,20,154,5
"Redbridge 024B","E01003767",567,290,1,23,245,8
"Redbridge 024C","E01003768",569,250,0,52,259,8
"Redbridge 024D","E01003772",524,365,2,9,137,11
"Redbridge 026A","E01003781",602,299,2,43,250,8
"Redbridge 026B","E01003782",518,240,4,35,229,10
"Redbridge 026C","E01003786",442,338,0,14,85,5
"Redbridge 026D","E01003787",469,312,3,17,130,7
"Redbridge 027A","E01003790",557,364,6,117,66,4
"Redbridge 027B","E01003791",540,474,1,17,42,6
"Redbridge 027C","E01003792",508,421,0,19,64,4
"Redbridge 027D","E01003793",760,376,2,230,145,7
"Redbridge 029A","E01003783",858,254,10,160,421,13
"Redbridge 029B","E01003784",546,323,3,40,171,9
"Redbridge 029C","E01003785",704,245,0,66,379,14
"Redbridge 029D","E01003788",645,232,1,52,354,6
"Redbridge 030A","E01003683",576,319,5,42,204,6
"Redbridge 030B","E01003684",496,306,3,49,133,5
"Redbridge 030C","E01003685",508,282,0,27,187,12
"Redbridge 030D","E01003686",533,285,1,43,197,7
"Redbridge 030F","E01003688",532,255,21,55,192,9
"Redbridge 030G","E01003689",508,234,2,86,180,6
"Redbridge 030H","E01033589",660,78,39,83,454,6
"Redbridge 030I","E01033591",630,254,2,92,273,9
"Redbridge 031A","E01003737",575,445,0,60,66,4
